Date,Open,High,Low,Close*,Adj Close**,Volume
2022-09-13,20.95,22.30,20.85,21.97,21.97,77974400
2022-09-12,20.10,21.88,20.01,21.75,21.75,86994000
2022-09-09,18.40,19.59,18.29,19.16,19.16,54913900
2022-09-08,17.37,17.70,16.99,17.68,17.68,30487800
2022-09-07,16.54,18.37,16.54,17.48,17.48,58645900
2022-09-06,17.60,17.81,17.09,17.11,17.11,32485200
2022-09-02,18.43,18.65,17.71,17.73,17.73,44132000
2022-09-01,19.28,19.35,18.09,18.79,18.79,47665700
2022-08-31,20.11,20.38,19.28,19.91,19.91,39383500
2022-08-30,19.85,20.22,19.30,19.83,19.83,29823800
2022-08-29,19.66,20.67,19.64,19.81,19.81,33245000
2022-08-26,20.77,21.26,19.81,19.92,19.92,61525400
2022-08-25,19.43,20.37,18.76,20.08,20.08,42455900
2022-08-24,18.01,19.23,18.00,18.87,18.87,29271000
2022-08-23,18.69,18.80,17.73,18.29,18.29,34210200
2022-08-22,18.88,19.26,18.66,18.95,18.95,27327900
2022-08-19,19.62,19.71,18.92,19.05,19.05,24262600
2022-08-18,20.02,20.18,19.51,19.91,19.91,21640100
2022-08-17,20.68,21.02,20.06,20.08,20.08,26455900
2022-08-16,21.15,21.15,20.41,20.91,20.91,32103200
2022-08-15,20.51,21.55,20.47,21.30,21.30,36347500
2022-08-12,20.26,21.17,19.79,21.11,21.11,34953500
2022-08-11,20.40,21.97,20.08,20.82,20.82,56333100
2022-08-10,19.58,20.07,19.07,20.05,20.05,35345700
2022-08-09,20.23,20.24,19.01,19.17,19.17,38118400
2022-08-08,20.25,20.79,20.15,20.17,20.17,29584800
2022-08-05,20.53,20.68,19.88,20.22,20.22,34056400
2022-08-04,20.39,21.47,20.33,20.90,20.90,37737400
2022-08-03,20.31,20.37,19.43,20.30,20.30,44049900
2022-08-02,19.68,20.95,19.61,20.18,20.18,51262000
2022-08-01,20.19,20.76,19.87,20.18,20.18,54375800
2022-07-29,18.81,19.84,18.66,19.73,19.73,36943000
2022-07-28,19.18,19.55,18.59,19.49,19.49,31078800
2022-07-27,19.14,19.50,18.75,19.38,19.38,32854100
2022-07-26,19.35,19.74,18.91,19.04,19.04,27669900
2022-07-25,18.98,19.50,18.77,19.33,19.33,30357200
2022-07-22,20.72,20.78,19.00,19.24,19.24,55606900
2022-07-21,20.16,21.17,20.16,20.68,20.68,39842100
2022-07-20,20.01,20.95,20.01,20.37,20.37,40381200
2022-07-19,21.10,21.10,19.52,20.20,20.20,63211700
2022-07-18,20.96,21.82,20.60,20.84,20.84,40382300
2022-07-15,20.84,20.90,19.93,20.72,20.72,41337800
2022-07-14,21.06,21.45,20.66,21.05,21.05,39870500
2022-07-13,20.23,21.80,20.23,21.09,21.09,50089200
2022-07-12,20.41,21.19,20.04,20.87,20.87,49780800
2022-07-11,21.60,21.74,20.50,20.57,20.57,54656800
2022-07-08,22.16,23.28,21.66,22.60,22.60,48917200
2022-07-07,21.40,23.10,21.36,22.50,22.50,72102000
2022-07-06,21.81,21.84,20.26,20.83,20.83,58981700
