Date,Open,High,Low,Close*,Adj Close**,Volume
2022-08-02,9.10,9.23,8.59,8.91,8.91,214200
2022-08-01,9.25,9.33,8.91,9.03,9.03,127700
2022-07-29,9.47,9.47,9.25,9.27,9.27,178600
2022-07-28,9.09,9.32,8.90,9.29,9.29,146600
2022-07-27,8.68,8.95,8.42,8.94,8.94,134600
2022-07-26,8.93,8.98,8.48,8.53,8.53,88900
2022-07-25,8.67,8.93,8.56,8.87,8.87,81200
2022-07-22,8.90,8.97,8.53,8.56,8.56,107600
2022-07-21,9.00,9.20,8.71,8.91,8.91,106800
2022-07-20,9.12,9.34,8.88,9.10,9.10,168700
2022-07-19,8.70,9.08,8.70,9.03,9.03,159600
2022-07-18,8.59,8.90,8.54,8.76,8.76,151600
2022-07-15,8.23,8.40,8.02,8.40,8.40,167300
2022-07-14,8.23,8.30,8.01,8.22,8.22,160100
2022-07-13,8.36,8.48,8.20,8.25,8.25,197800
2022-07-12,8.66,8.79,8.35,8.37,8.37,107500
2022-07-11,9.10,9.36,8.59,8.61,8.61,114000
2022-07-08,9.25,9.68,8.99,9.28,9.28,102500
2022-07-07,9.08,9.59,8.96,9.25,9.25,182000
2022-07-06,9.05,9.29,8.90,9.21,9.21,184400
